BookID,Rating,ReviewerID,
AD222,5,21021,
AD222,2,21093,
AD222,3,21280,
AD222,4,21288,
AD222,4,21345,
AD222,5,21346,
AD222,2,21363,
AD222,4,21394,
AD222,3,21408,
AD222,3,21414,
AD222,5,21529,
AD222,5,21655,
AD222,2,21674,
AD222,5,21692,
AD222,4,21893,
AD222,5,21940,
AD222,3,21960,
AD222,4,21964,
AD222,5,22016,
AD222,2,22030,
AD222,5,22059,
AD222,3,22069,
AD222,5,22084,
AD222,4,22091,
AD222,2,22161,
AD222,3,22183,
AD222,5,22215,
AD222,3,22305,
AD222,4,22364,
AD222,4,22514,
AD222,5,22559,
AD222,4,22641,
AD222,5,22653,
AD222,5,22718,
AD222,4,22786,
AD222,5,22806,
AD222,4,22819,
AD222,5,22855,
AD222,5,22860,
AD222,4,22898,
AD222,4,22988,
AD222,4,23027,
AD222,5,23036,
AD222,5,23047,
AD222,4,23074,
AD222,5,23091,
AD222,4,23098,
AD222,5,23124,
AD222,4,23145,
AD222,4,23207,
AD222,5,23369,
AD222,5,23432,
AD222,5,23496,
AD222,4,23514,
AD222,3,23548,
AD222,3,23563,
AD222,2,23572,
AD222,4,23617,
AD222,4,23691,
AD222,5,23724,
AD222,4,23798,
AD222,4,23835,
AD222,5,23884,
AD222,4,23919,
AD222,5,23926,
AD222,5,23937,
AD222,3,23962,
AD222,5,23987,
AD222,4,24011,
AD222,3,24077,
AD222,3,24096,
AD222,4,24141,
AD222,4,24188,
AD222,4,24230,
AD222,5,24237,
AD222,4,24238,
AD222,3,24267,
AD222,3,24308,
AD222,4,24380,
AD222,4,24626,
AD222,5,24658,
AD222,5,24682,
AD222,5,24777,
AD222,3,24895,
AD222,5,24914,
AD222,4,24953,
AD222,5,25019,
AD222,4,25185,
AD222,4,25259,
AD222,3,25280,
AD222,3,25285,
AD222,4,25296,
AD222,5,25347,
AD222,4,25403,
AD222,5,25440,
AD222,1,25466,
AD222,3,25474,
AD222,2,25509,
AD222,3,25512,
AD222,5,25615,
AD222,3,25643,
AD222,4,25696,
AD222,5,25712,
AD222,4,25714,
AD222,4,25727,
AD222,2,25733,
AD222,5,25753,
AD222,5,25890,
AD222,5,25999,
AD222,5,26032,
AD222,5,26037,
AD222,3,26084,
AD222,3,26104,
AD222,3,26117,
AD222,4,26179,
AD222,5,26271,
AD222,4,26295,
AD222,4,26319,
AD222,4,26572,
AD222,3,26675,
AD222,3,26696,
AD222,3,26757,
AD222,3,26780,
AD222,5,26861,
AD222,5,26862,
AD222,3,26888,
AD222,4,26899,
AD222,4,26920,
AD222,4,26927,
AD222,4,26970,
AD222,3,27010,
AD222,4,27016,
AD222,5,27143,
AD222,2,27253,
AD222,3,27290,
AD222,4,27309,
AD222,5,27350,
AD222,5,27421,
AD222,4,27443,
AD222,5,27496,
AD222,5,27522,
AD222,5,27572,
AD222,5,27577,
AD222,5,27705,
AD222,5,27826,
AD222,5,27872,
AD222,4,27896,
AD222,5,27907,
AD222,3,27908,
AD222,5,28051,
AD222,4,28060,
AD222,3,28064,
AD222,4,28077,
AD222,4,28110,
AD222,4,28118,
AD222,4,28127,
AD222,4,28233,
AD222,3,28234,
AD222,5,28237,
AD222,4,28340,
AD222,5,28411,
AD222,3,28431,
AD222,4,28476,
AD222,4,28502,
AD222,4,28539,
AD222,3,28603,
AD222,4,28640,
AD222,3,28671,
AD222,4,28737,
AD222,3,28752,
AD222,5,28764,
AD222,5,28859,
AD222,3,28946,
AD222,5,28956,
AD222,5,28964,
AD222,4,28983,
AD222,5,29071,
AD222,4,29248,
AD222,2,29277,
AD222,3,29422,
AD222,4,29442,
AD222,3,29548,
AD222,5,29626,
AD222,4,29688,
AD222,5,29725,
AD222,2,29752,
AD222,5,29775,
AD222,3,29933,
AD222,5,30005,
AD222,5,30025,
AD222,5,30028,
AD222,4,30071,
AD222,3,30102,
AD222,4,30173,
AD222,4,30246,
AD222,4,30267,
AD222,1,30422,
AD222,5,30452,
AD222,4,30471,
AD222,1,30536,
AD222,3,30569,
AD222,3,30622,
AD222,5,30641,
AD222,5,30653,
AD222,4,30656,
AD222,4,30669,
AD222,4,30681,
AD222,2,30700,
AD222,4,30886,
AD222,5,30967,
AD222,5,31036,
AD222,3,31045,
AD222,4,31110,
AD222,4,31113,
AD222,5,31117,
AD222,5,31118,
AD222,4,31181,
AD222,5,31222,
AD222,5,31233,
AD222,3,31256,
AD222,4,31321,
AD222,5,31378,
AD222,5,31410,
AD222,5,31414,
AD222,4,31434,
AD222,5,31461,
AD222,5,31477,
AD222,5,31576,
AD222,4,31614,
AD222,4,31617,
AD222,4,31711,
AD222,4,31794,
AD222,5,31862,
AD222,4,31877,
AD222,4,31938,
AD222,1,31983,
AD222,3,32010,
AD222,4,32043,
AD222,4,32083,
AD222,3,32090,
AD222,5,32091,
AD222,4,32124,
AD222,5,32134,
AD222,5,32201,
AD222,5,32226,
AD222,5,32234,
AD222,5,32271,
AD222,3,32359,
AD222,5,32456,
AD222,4,32474,
AD222,5,32491,
AD222,5,32650,
AD222,4,32679,
AD222,4,32781,
AD222,5,32854,
AD222,5,32870,
AD222,3,32897,
AD222,5,33027,
AD222,5,33044,
AD222,5,33056,
AD222,4,33082,
AD222,5,33097,
AD222,5,33117,
AD222,4,33123,
AD222,3,33233,
AD222,3,33253,
AD222,4,33297,
AD222,5,33392,
AD222,4,33404,
AD222,5,33419,
AD222,4,33433,
AD222,3,33547,
AD222,3,33639,
AD222,5,33982,
AD222,4,34065,
AD222,5,34146,
AD222,5,34286,
AD222,5,34299,
AD222,4,34319,
AD222,5,34443,
AD222,5,34486,
AD222,5,34513,
AD222,5,34568,
AD222,4,34634,
AD222,3,34747,
AD222,3,34763,
AD222,4,34868,
AD222,4,34871,
AD222,4,34932,
AD222,2,35034,
AD222,5,35042,
AD222,5,35095,
AD222,4,35121,
AD222,3,35247,
AD222,5,35508,
AD222,3,35812,
AD222,4,35861,
AD222,4,35863,
AD222,4,35875,
AD222,5,35949,
AD222,3,35955,
AD222,4,35998,
AD222,4,36039,
AD222,4,36083,
AD222,5,36120,
AD222,5,36440,
AD222,3,36459,
AD222,4,36499,
AD222,5,36526,
AD222,1,36578,
AD222,4,36643,
AD222,2,36690,
AD222,5,36699,
AD222,5,36703,
AD222,5,36742,
AD222,3,36776,
AD222,4,36809,
AD222,3,36810,
AD222,5,36821,
AD222,4,36870,
AD222,2,36879,
AD222,5,36882,
AD222,5,36919,
AD222,5,36972,
AD222,3,37026,
AD222,3,37043,
AD222,3,37092,
AD222,4,37142,
AD222,5,37144,
AD222,5,37168,
AD222,5,37182,
AD222,5,37249,
AD222,3,37265,
AD222,5,37282,
AD222,5,37283,
AD222,5,37287,
AD222,4,37331,
AD222,3,37341,
AD222,5,37449,
AD222,4,37463,
AD222,4,37467,
AD222,5,37471,
AD222,3,37478,
AD222,3,37573,
AD222,5,37590,
AD222,5,37597,
AD222,4,37732,
AD222,4,37741,
AD222,4,37925,
AD222,3,38032,
AD222,4,38104,
AD222,3,38112,
AD222,3,38115,
AD222,5,38134,
AD222,4,38143,
AD222,4,38249,
AD222,5,38294,
AD222,2,38321,
AD222,4,38353,
AD222,4,38408,
AD222,3,38615,
AD222,5,38644,
AD222,3,38687,
AD222,5,38698,
AD222,4,38721,
AD222,3,38763,
AD222,2,38776,
AD222,1,38812,
AD222,5,38831,
AD222,4,38848,
AD222,4,38884,
AD222,4,38912,
AD222,5,39084,
AD222,5,39179,
AD222,4,39233,
AD222,5,39239,
AD222,5,39384,
AD222,4,39415,
AD222,5,39451,
AD222,5,39488,
AD222,2,39543,
AD222,5,39556,
AD222,5,39582,
AD222,4,39597,
AD222,5,39704,
AD222,5,39784,
AD222,5,39799,
AD222,3,39842,
AD222,3,39870,
AD222,5,39896,
AD222,3,39960,
AD222,5,39979,
AD222,5,39988,
AD222,2,40009,
AD222,4,40030,
AD222,5,40087,
AD222,4,40146,
AD222,5,40219,
AD222,4,40223,
AD222,3,40230,
AD222,5,40277,
AD222,2,40368,
AD222,5,40464,
AD222,3,40503,
AD222,4,40518,
AD222,4,40541,
AD222,4,40593,
AD222,3,40616,
AD222,3,40666,
AD222,4,40670,
AD222,5,40735,
AD222,5,40736,
AD222,5,40802,
AD222,5,40828,
AD222,4,40891,
AD222,3,40944,
AD222,4,40965,
AD222,3,41037,
AD222,5,41087,
AD222,5,41100,
AD222,5,41247,
AD222,5,41254,
AD222,5,41258,
AD222,5,41315,
AD222,5,41434,
AD222,4,41435,
AD222,4,41518,
AD222,3,41546,
AD222,5,41580,
AD222,5,41636,
AD222,4,41650,
AD222,5,41653,
AD222,3,41714,
AD222,3,41757,
AD222,5,41768,
AD222,3,41899,
AD222,2,41958,
AD222,5,41990,
AD222,4,42116,
AD222,4,42158,
AD222,4,42306,
AD222,2,42311,
AD222,4,42314,
AD222,2,42320,
AD222,5,42444,
AD222,4,42492,
AD222,3,42631,
AD222,4,42640,
AD222,5,42645,
AD222,4,42662,
AD222,5,42689,
AD222,5,42888,
AD222,5,42940,
AD222,3,42987,
AD222,5,43004,
AD222,5,43019,
AD222,5,43066,
AD222,3,43220,
AD222,3,43349,
AD222,4,43365,
AD222,5,43592,
AD222,3,43623,
AD222,3,43825,
AD222,4,43876,
AD222,5,43877,
AD222,5,43998,
AD222,5,44096,
AD222,5,44102,
AD222,4,44313,
AD222,5,44348,
AD222,3,44351,
AD222,5,44400,
AD222,3,44412,
AD222,5,44453,
AD222,2,44455,
AD222,3,44472,
AD222,4,44513,
AD222,3,44597,
AD222,3,44752,
AD222,4,44994,
AD222,5,45030,
AD222,4,45117,
AD222,4,45313,
AD222,5,45449,
AD222,4,45773,
AD222,5,45774,
AD222,5,45874,
AD222,4,46008,
AD222,4,46015,
AD222,4,46206,
AD222,5,46457,
AD222,5,46675,
AD222,4,46706,
AD222,4,46716,
AD222,5,46882,
AD222,3,46886,
AD222,3,46898,
AD222,4,46944,
AD222,3,46958,
AD222,4,47035,
AD222,4,47136,
AD222,4,47418,
AD222,4,47503,
AD222,5,47584,
AD222,5,47913,
AD222,3,48017,
AD222,5,48045,
AD222,5,48087,
AD222,4,48251,
AD222,4,48266,
AD222,4,48351,
AD222,5,48419,
AD222,5,48421,
AD222,5,48428,
AD222,4,48548,
AD222,5,48576,
AD222,5,48589,
AD222,5,48604,
AD222,4,48608,
AD222,5,48643,
AD222,5,48690,
AD222,4,48822,
AD222,4,48939,
AD222,4,48983,
AD222,5,49179,
AD222,3,49194,
AD222,3,49284,
AD222,5,49395,
AD222,4,49482,
AD222,4,49519,
AD222,3,49596,
AD222,4,49802,
AD222,4,49889,
AD222,5,49901,
AD222,4,49958,
AD222,4,50000,
AD222,3,50039,
AD222,5,50107,
AD222,4,50129,
AD222,5,50136,
AD222,4,50154,
AD222,4,50200,
AD222,4,50339,
AD222,3,50360,
AD222,5,50553,
AD222,5,50798,
AD222,5,50836,
AD222,5,50891,
AD222,5,50914,
AD222,4,50946,
AD222,5,51065,
AD222,5,51070,
AD222,4,51096,
AD222,4,51114,
AD222,5,51168,
AD222,5,51190,
AD222,5,51211,
AD222,5,51313,
AD222,5,51340,
AD222,3,51431,
AD222,5,51532,
AD222,5,51538,
AD222,5,51544,
AD222,4,51702,
AD222,2,51792,
AD222,4,51800,
AD222,3,51846,
AD222,4,52022,
AD222,5,52038,
AD222,3,52057,
AD222,3,52151,
AD222,4,52192,
AD222,3,52231,
AD222,5,52315,
AD222,4,52483,
AD222,4,52652,
AD222,4,52712,
AD222,4,52747,
AD222,5,52840,
AD222,3,52853,
AD222,4,52906,
AD222,4,52985,
AD222,5,53143,
AD222,4,53226,
AD222,4,53295,
AD222,3,53402,
AK974,5,315,
AK974,2,591,
AK974,2,968,
AK974,4,1194,
AK974,3,1312,
AK974,5,1317,
AK974,4,1332,
AK974,3,1552,
AK974,4,1569,
AK974,4,1599,
AK974,3,1750,
AK974,3,1817,
AK974,4,1864,
AK974,5,1942,
AK974,4,2022,
AK974,3,2199,
AK974,5,2509,
AK974,3,2689,
AK974,3,2717,
AK974,5,2812,
AK974,4,2936,
AK974,4,2959,
AK974,5,2997,
AK974,5,3589,
AK974,5,3764,
AK974,4,3778,
AK974,3,3860,
AK974,4,3913,
AK974,3,4075,
AK974,4,4136,
AK974,3,4162,
AK974,4,4203,
AK974,4,4313,
AK974,4,4346,
AK974,4,4415,
AK974,4,4428,
AK974,5,4524,
AK974,4,4715,
AK974,4,5187,
AK974,4,5381,
AK974,3,5398,
AK974,5,5403,
AK974,4,5413,
AK974,3,5414,
AK974,5,5468,
AK974,4,5676,
AK974,5,5760,
AK974,3,5773,
AK974,2,5822,
AK974,3,5937,
AK974,5,5988,
AK974,3,5989,
AK974,4,6044,
AK974,4,6219,
AK974,5,6288,
AK974,2,6327,
AK974,4,6347,
AK974,5,6415,
AK974,5,6453,
AK974,5,6472,
AK974,2,6738,
AK974,5,6880,
AK974,5,6913,
AK974,3,6914,
AK974,5,6929,
AK974,4,6939,
AK974,4,6982,
AK974,4,7092,
AK974,4,7121,
AK974,5,7137,
AK974,5,7335,
AK974,5,7384,
AK974,5,7481,
AK974,3,7486,
AK974,3,7516,
AK974,5,7518,
AK974,5,7660,
AK974,4,7669,
AK974,5,7706,
AK974,5,7861,
AK974,4,7902,
AK974,3,7947,
AK974,4,8074,
AK974,5,8088,
AK974,5,8120,
AK974,4,8136,
AK974,4,8233,
AK974,5,8310,
AK974,4,8527,
AK974,4,8529,
AK974,4,8621,
AK974,5,8664,
AK974,5,8684,
AK974,5,8727,
AK974,4,8761,
AK974,4,8769,
AK974,4,9005,
AK974,4,9157,
AK974,4,9303,
AK974,4,9394,
AK974,4,9548,
AK974,5,9562,
AK974,5,9706,
AK974,4,9844,
AK974,5,9851,
AK974,5,9886,
AK974,4,10038,
AK974,4,10055,
AK974,4,10091,
AK974,5,10117,
AK974,5,10139,
AK974,5,10187,
AK974,4,10308,
AK974,4,10341,
AK974,3,10378,
AK974,4,10420,
AK974,4,10427,
AK974,3,10549,
AK974,5,10576,
AK974,4,10693,
AK974,4,10700,
AK974,5,10701,
AK974,5,10715,
AK974,5,10790,
AK974,4,10807,
AK974,5,10823,
AK974,4,10945,
AK974,3,10946,
AK974,3,11085,
AK974,5,11131,
AK974,2,11135,
AK974,5,11236,
AK974,5,11273,
AK974,4,11330,
AK974,5,11363,
AK974,5,11409,
AK974,4,11422,
AK974,5,11425,
AK974,4,11461,
AK974,3,11610,
AK974,5,11627,
AK974,4,11650,
AK974,4,11682,
AK974,4,11712,
AK974,4,11877,
AK974,5,11883,
AK974,5,11928,
AK974,4,11932,
AK974,4,11960,
AK974,3,12060,
AK974,4,12147,
AK974,5,12208,
AK974,4,12287,
AK974,5,12306,
AK974,5,12313,
AK974,5,12353,
AK974,5,12396,
AK974,5,12413,
AK974,4,12591,
AK974,5,12604,
AK974,4,12606,
AK974,3,12630,
AK974,4,12648,
AK974,3,12653,
AK974,4,12675,
AK974,5,12820,
AK974,5,12885,
AK974,4,12898,
AK974,5,12934,
AK974,4,12970,
AK974,4,13000,
AK974,4,13053,
AK974,4,13071,
AK974,4,13087,
AK974,4,13098,
AK974,5,13117,
AK974,4,13250,
AK974,4,13301,
AK974,5,13308,
AK974,5,13331,
AK974,5,13350,
AK974,4,13471,
AK974,4,13524,
AK974,5,13562,
AK974,5,13716,
AK974,4,13755,
AK974,5,13773,
AK974,5,13814,
AK974,4,13898,
AK974,4,13907,
AK974,4,13955,
AK974,5,13957,
AK974,5,14080,
AK974,4,14114,
AK974,3,14144,
AK974,5,14148,
AK974,4,14184,
AK974,3,14324,
AK974,4,14387,
AK974,5,14429,
AK974,4,14631,
AK974,5,14637,
AK974,4,14656,
AK974,5,14680,
AK974,5,14684,
AK974,5,14692,
AK974,5,14694,
AK974,5,14795,
AK974,5,14808,
AK974,5,14819,
AK974,2,14872,
AK974,3,14881,
AK974,5,14899,
AK974,3,14968,
AK974,4,15136,
AK974,4,15193,
AK974,5,15249,
AK974,5,15280,
AK974,5,15381,
AK974,5,15410,
AK974,5,15454,
AK974,5,15508,
AK974,5,15563,
AK974,5,15571,
AK974,5,15580,
AK974,5,15691,
AK974,4,15752,
AK974,5,15855,
AK974,4,15926,
AK974,5,16121,
AK974,5,16212,
AK974,4,16253,
AK974,5,16301,
AK974,4,16383,
AK974,5,16403,
AK974,3,16420,
AK974,5,16532,
AK974,5,16568,
AK974,4,16670,
AK974,4,16733,
AK974,5,16850,
AK974,4,16989,
AK974,5,17061,
AK974,5,17107,
AK974,4,17180,
AK974,5,17238,
AK974,4,17259,
AK974,5,17312,
AK974,4,17347,
AK974,5,17406,
AK974,5,17505,
AK974,3,17533,
AK974,5,17551,
AK974,4,17807,
AK974,3,17828,
AK974,5,17829,
AK974,5,17847,
AK974,5,17881,
AK974,5,17898,
AK974,3,17926,
AK974,4,17936,
AK974,5,17949,
AK974,3,18020,
AK974,4,18110,
AK974,4,18146,
AK974,5,18184,
AK974,4,18185,
AK974,5,18272,
AK974,4,18356,
AK974,4,18358,
AK974,4,18471,
AK974,3,18565,
AK974,4,18568,
AK974,4,18624,
AK974,4,18656,
AK974,5,18658,
AK974,5,18714,
AK974,4,18872,
AK974,4,19007,
AK974,5,19040,
AK974,5,19053,
AK974,3,19157,
AK974,5,19175,
AK974,5,19417,
AK974,2,19432,
AK974,4,19452,
AK974,4,19502,
AK974,4,19562,
AK974,5,19572,
AK974,5,19594,
AK974,5,19631,
AK974,4,19754,
AK974,5,19866,
AK974,5,19927,
AK974,3,19929,
AK974,5,20004,
AK974,4,20007,
AK974,4,20027,
AK974,5,20085,
AK974,5,20126,
AK974,5,20297,
AK974,5,20305,
AK974,4,20369,
AK974,5,20378,
AK974,4,20412,
AK974,3,20428,
AK974,5,20457,
AK974,5,20491,
AK974,4,20574,
AK974,5,20616,
AK974,4,20646,
AK974,5,20706,
AK974,5,20721,
AK974,4,20722,
AK974,4,20729,
AK974,4,20782,
AK974,4,20915,
AK974,4,20936,
AK974,4,20945,
AK974,5,20994,
AK974,4,21023,
AK974,5,21027,
AK974,4,21200,
AK974,4,21267,
AK974,4,21510,
AK974,5,21563,
AK974,5,21612,
AK974,3,21619,
AK974,3,21629,
AK974,4,21674,
AK974,4,21715,
AK974,5,21928,
AK974,5,22011,
AK974,2,22038,
AK974,4,22040,
AK974,5,22047,
AK974,5,22198,
AK974,4,22245,
AK974,4,22308,
AK974,5,22309,
AK974,5,22337,
AK974,4,22370,
AK974,3,22450,
AK974,5,22464,
AK974,5,22474,
AK974,5,22558,
AK974,5,22617,
AK974,5,22619,
AK974,3,22636,
AK974,5,22653,
AK974,4,22656,
AK974,3,22714,
AK974,5,22771,
AK974,5,22779,
AK974,5,22784,
AK974,5,22993,
AK974,4,22999,
AK974,4,23043,
AK974,5,23093,
AK974,4,23137,
AK974,5,23192,
AK974,4,23222,
AK974,2,23300,
AK974,4,23307,
AK974,4,23325,
AK974,5,23332,
AK974,3,23471,
AK974,5,23485,
AK974,4,23506,
AK974,4,23546,
AK974,5,23554,
AK974,5,23650,
AK974,5,23666,
AK974,5,23718,
AK974,5,23739,
AK974,5,23753,
AK974,4,23761,
AK974,5,23819,
AK974,4,23858,
AK974,5,23863,
AK974,5,23898,
AK974,5,23933,
AK974,4,23953,
AK974,5,24082,
AK974,5,24128,
AK974,4,24471,
AK974,4,24478,
AK974,4,24542,
AK974,4,24556,
AK974,4,24574,
AK974,5,24579,
AK974,5,24624,
AK974,5,24677,
AK974,5,24681,
AK974,3,24701,
AK974,4,24706,
AK974,4,24769,
AK974,4,24814,
AK974,4,24900,
AK974,4,24989,
AK974,4,25128,
AK974,3,25167,
AK974,3,25185,
AK974,4,25252,
AK974,4,25296,
AK974,4,25386,
AK974,5,25412,
AK974,5,25479,
AK974,4,25563,
AK974,5,25680,
AK974,3,25694,
AK974,5,25712,
AK974,3,25722,
AK974,4,25806,
AK974,4,25891,
AK974,4,26025,
AK974,5,26110,
AK974,5,26152,
AK974,4,26153,
AK974,5,26176,
AK974,4,26185,
AK974,5,26457,
AK974,4,26486,
AK974,5,26581,
AK974,4,26584,
AK974,4,26640,
AK974,2,26641,
AK974,5,26642,
AK974,1,26781,
AK974,5,26822,
AK974,4,26880,
AK974,4,27071,
AK974,5,27095,
AK974,4,27117,
AK974,4,27157,
AK974,5,27166,
AK974,5,27221,
AK974,4,27388,
AK974,5,27407,
AK974,4,27443,
AK974,5,27487,
AK974,4,27633,
AK974,5,27640,
AK974,5,27717,
AK974,4,27773,
AK974,5,27863,
AK974,5,27883,
AK974,3,27902,
AK974,5,27909,
AK974,4,27919,
AK974,5,27987,
AK974,3,27998,
AK974,5,28038,
