Sale Date,ISBN,Discount,ItemID,OrderID
4/1/2193,989-28-79-82125-8,,107109-11-5293,107109-6882
4/1/2193,989-28-79-82125-8,,107109-14-1738,107109-6883
4/1/2193,989-28-79-82749-6,,107109-65-9267,107109-6884
4/1/2193,989-28-79-69807-2,,107109-21-5133,107109-6885
4/1/2193,989-28-79-82125-8,,107109-14-1737,107109-6886
4/1/2193,989-28-654-2620-7,,107109-67-3135,107109-6887
4/1/2193,989-28-229-7592-2,,107109-74-4363,107109-6888
4/1/2193,989-28-229-6632-6,,107109-54-7659,107109-6889
4/1/2193,989-28-229-6632-6,,107109-80-1429,107109-6890
4/1/2193,989-28-229-9769-6,,107109-22-2771,107109-6891
4/1/2193,989-28-229-3157-7,,107109-74-2810,107109-6892
4/1/2193,989-28-229-1404-4,,107109-10-4063,107109-6893
4/1/2193,989-28-229-1404-4,,107109-11-5551,107109-6894
4/1/2193,989-28-229-3157-7,,107109-48-9756,107109-6895
4/1/2193,989-28-229-1404-4,,107109-68-1337,107109-6896
4/1/2193,989-28-229-9769-6,,107109-72-8235,107109-6897
4/1/2193,989-28-229-7592-2,,107109-70-8681,107109-6898
4/1/2193,989-28-229-1404-4,,107109-99-2499,107109-6899
4/1/2193,989-28-79-26824-4,,107109-85-6739,107109-6900
4/1/2193,989-28-79-74374-1,,107109-91-1535,107109-6901
4/1/2193,989-28-79-74374-1,,107109-72-3031,107109-6902
4/1/2193,989-28-79-23023-4,,107109-18-4787,107109-6903
4/1/2193,989-28-79-23023-4,,107109-13-3409,107109-6904
4/1/2193,989-28-79-13801-1,,107109-18-5650,107109-6905
4/1/2193,989-28-79-40897-8,,107109-69-1976,107109-6906
4/1/2193,989-28-79-23023-4,,107109-95-6795,107109-6907
4/1/2193,989-28-79-13801-1,,107109-81-6663,107109-6908
4/1/2193,989-28-79-13801-1,,107109-4-2105,107109-6909
4/1/2193,989-28-79-23023-4,,107109-24-4667,107109-6910
4/1/2193,989-28-79-71565-6,,107109-28-4383,107109-6911
4/1/2193,989-28-79-13801-1,,107109-88-1926,107109-6912
4/1/2193,989-28-79-23023-4,,107109-23-4146,107109-6913
4/1/2193,989-28-79-40897-8,,107109-51-2964,107109-6914
4/1/2193,989-28-79-13801-1,,107109-50-2707,107109-6915
4/1/2193,989-28-79-51397-9,,107109-82-718,107109-6916
4/1/2193,989-28-79-40897-8,,107109-15-6054,107109-6917
4/1/2193,989-28-79-51397-9,,107109-25-8930,107109-6918
4/1/2193,989-28-79-13801-1,,107109-1-3933,107109-6919
4/1/2193,989-28-79-13801-1,,107109-76-7203,107109-6920
4/1/2193,989-28-79-74374-1,,107109-88-1458,107109-6921
4/1/2193,989-28-79-74374-1,,107109-40-9900,107109-6922
4/1/2193,989-28-79-26824-4,,107109-63-3277,107109-6923
4/1/2193,989-28-79-71565-6,,107109-97-9257,107109-6924
4/1/2193,989-28-79-71565-6,,107109-13-2249,107109-6925
4/1/2193,989-28-79-68089-3,0.05,107109-35-3340,107109-6926
4/1/2193,989-28-79-36485-4,,107109-35-1749,107109-6927
4/1/2193,989-28-79-68089-3,0.05,107109-93-6015,107109-6928
4/1/2193,989-28-79-13801-1,,107109-48-801,107109-6929
4/1/2193,989-28-79-68089-3,0.05,107109-20-7249,107109-6930
4/1/2193,989-28-79-23023-4,,107109-83-267,107109-6931
4/1/2193,989-28-79-13801-1,,107109-12-4420,107109-6932
4/1/2193,989-28-79-91028-0,,107109-15-3043,107109-6933
4/1/2193,989-28-79-26824-4,,107109-29-6133,107109-6934
4/1/2193,989-28-79-26824-4,,107109-92-9501,107109-6935
4/1/2193,989-28-3705-492-6,,107109-77-783,107109-6936
4/1/2193,989-28-3705-222-9,,107109-51-8839,107109-6937
4/1/2193,989-28-3705-222-9,,107109-4-4217,107109-6938
4/1/2193,989-28-3705-222-9,,107109-22-373,107109-6939
4/1/2193,989-28-3705-222-9,,107109-89-6029,107109-6940
4/1/2193,989-28-3705-222-9,,107109-55-2655,107109-6941
4/1/2193,989-28-79-14379-4,,107109-22-1267,107109-6942
4/1/2193,989-28-79-68089-3,0.05,107109-3-6339,107109-6943
4/1/2193,989-28-79-45675-7,,107109-57-56,107109-6943
4/1/2193,989-28-229-6632-6,,107109-67-2359,107109-6943
4/1/2193,989-28-229-5891-8,,107109-24-2919,107109-6944
4/1/2193,989-28-79-71565-6,,107109-25-4623,107109-6944
4/1/2193,989-28-79-13801-1,,107109-27-216,107109-6944
4/1/2193,989-28-229-6632-6,,107109-2-269,107109-6945
4/1/2193,989-28-3705-966-2,,107109-98-8296,107109-6945
4/1/2193,989-28-79-55824-6,0.13,107109-78-1520,107109-6946
4/1/2193,989-28-79-69807-2,,107109-88-9083,107109-6946
4/1/2193,989-28-229-7592-2,0.13,107109-42-1554,107109-6947
4/1/2193,989-28-229-1404-4,0.13,107109-76-6211,107109-6947
4/1/2193,989-28-79-13801-1,,107109-72-8591,107109-6948
4/1/2193,989-28-3705-007-2,,107109-75-2455,107109-6948
4/1/2193,989-28-79-74374-1,,107109-49-6706,107109-6949
4/1/2193,989-28-229-1404-4,,107109-50-7442,107109-6949
4/1/2193,989-28-3705-007-2,0.13,107109-35-9433,107109-6950
4/1/2193,989-28-3705-492-6,0.13,107109-42-4203,107109-6950
4/1/2193,989-28-229-3157-7,,107109-27-9936,107109-6951
4/1/2193,989-28-79-69807-2,,107109-29-6526,107109-6951
4/1/2193,989-28-79-69807-2,,107109-21-5132,107109-6952
4/1/2193,989-28-79-23023-4,,107109-26-9251,107109-6952
4/1/2193,989-28-79-82197-5,,107109-16-3173,107109-6953
4/1/2193,989-28-79-74374-1,,107109-17-5819,107109-6953
4/1/2193,989-28-79-18127-7,,107109-15-7666,107109-6954
4/1/2193,989-28-79-82125-8,,107109-16-6583,107109-6954
4/1/2193,989-28-79-03683-6,,107109-14-8570,107109-6955
4/1/2193,989-28-79-69807-2,,107109-3-8477,107109-6955
4/2/2193,989-28-3705-007-2,,107110-39-3608,107110-6956
4/2/2193,989-28-3705-775-0,,107110-25-7135,107110-6957
4/2/2193,989-28-3705-007-2,,107110-63-5878,107110-6958
4/2/2193,989-28-3705-138-3,,107110-30-2975,107110-6959
4/2/2193,989-28-3705-007-2,,107110-37-6415,107110-6960
4/2/2193,989-28-3705-007-2,,107110-78-2546,107110-6961
4/2/2193,989-28-3705-007-2,,107110-88-1709,107110-6962
4/2/2193,989-28-3705-775-0,0.13,107110-42-7480,107110-6963
4/2/2193,989-28-79-67891-3,,107110-64-6891,107110-6964
4/2/2193,989-28-79-22871-2,,107110-72-5546,107110-6965
4/2/2193,989-28-79-45675-7,,107110-63-2728,107110-6966
4/2/2193,989-28-79-13871-4,,107110-63-8463,107110-6967
4/2/2193,989-28-79-69807-2,,107110-3-3049,107110-6968
4/2/2193,989-28-79-82749-6,,107110-55-8125,107110-6969
4/2/2193,989-28-79-82749-6,,107110-25-2761,107110-6970
4/2/2193,989-28-79-69807-2,,107110-3-3048,107110-6971
4/2/2193,989-28-79-82749-6,,107110-25-2760,107110-6972
4/2/2193,989-28-79-82749-6,,107110-55-8124,107110-6973
4/2/2193,989-28-79-69807-2,,107110-99-7738,107110-6974
4/2/2193,989-28-79-13871-4,,107110-76-309,107110-6975
4/2/2193,989-28-79-69807-2,,107110-99-7737,107110-6976
4/2/2193,989-28-229-1404-4,,107110-3-7374,107110-6977
4/2/2193,989-28-229-6632-6,,107110-84-995,107110-6978
4/2/2193,989-28-229-9769-6,,107110-19-540,107110-6979
4/2/2193,989-28-229-3157-7,0.13,107110-42-5836,107110-6980
4/2/2193,989-28-229-1404-4,,107110-30-7085,107110-6981
4/2/2193,989-28-229-6632-6,,107110-12-1658,107110-6982
4/2/2193,989-28-229-9769-6,,107110-37-7768,107110-6983
4/2/2193,989-28-229-7592-2,,107110-38-3832,107110-6984
4/2/2193,989-28-229-7592-2,,107110-38-8932,107110-6985
4/2/2193,989-28-229-7592-2,,107110-29-1556,107110-6986
4/2/2193,989-28-79-23023-4,,107110-37-7489,107110-6987
4/2/2193,989-28-79-23023-4,,107110-20-5312,107110-6988
4/2/2193,989-28-79-55824-6,,107110-23-9281,107110-6989
4/2/2193,989-28-79-91028-0,,107110-90-9959,107110-6990
4/2/2193,989-28-79-55752-2,,107110-46-1435,107110-6991
4/2/2193,989-28-79-91028-0,,107110-55-4775,107110-6992
4/2/2193,989-28-79-26824-4,,107110-71-7135,107110-6993
4/2/2193,989-28-79-23023-4,,107110-63-6019,107110-6994
4/2/2193,989-28-79-71565-6,,107110-73-4305,107110-6995
4/2/2193,989-28-79-13801-1,,107110-19-4558,107110-6996
4/2/2193,989-28-79-74374-1,,107110-57-9322,107110-6997
4/2/2193,989-28-79-13801-1,,107110-29-4469,107110-6998
4/2/2193,989-28-79-13801-1,,107110-81-6591,107110-6999
4/2/2193,989-28-79-74374-1,,107110-29-8496,107110-7000
4/2/2193,989-28-79-71565-6,,107110-9-1376,107110-7001
4/2/2193,989-28-79-55824-6,,107110-4-6885,107110-7002
4/2/2193,989-28-79-51397-9,,107110-17-9357,107110-7003
4/2/2193,989-28-79-74374-1,,107110-25-2079,107110-7004
4/2/2193,989-28-3705-222-9,,107110-62-9868,107110-7005
4/2/2193,989-28-79-14379-4,,107110-9-5951,107110-7006
4/2/2193,989-28-79-68089-3,0.05,107110-5-9213,107110-7007
4/2/2193,989-28-3705-492-6,,107110-1-968,107110-7007
4/2/2193,989-28-3705-007-2,,107110-37-2851,107110-7007
4/2/2193,989-28-3705-222-9,,107110-87-6773,107110-7007
4/2/2193,989-28-79-68089-3,0.05,107110-82-7820,107110-7008
4/2/2193,989-28-79-11297-4,,107110-36-2085,107110-7008
4/2/2193,989-28-79-13871-4,,107110-76-308,107110-7008
4/2/2193,989-28-79-27078-0,,107110-13-3507,107110-7009
4/2/2193,989-28-79-22871-2,,107110-13-5282,107110-7009
4/2/2193,989-28-79-74374-1,,107110-93-4207,107110-7009
4/2/2193,989-28-79-68089-3,0.05,107110-14-3486,107110-7010
4/2/2193,989-28-3705-007-2,,107110-1-5546,107110-7010
4/2/2193,989-28-79-13801-1,,107110-21-9091,107110-7011
4/2/2193,989-28-79-23023-4,,107110-60-2631,107110-7011
4/2/2193,989-28-79-13871-4,,107110-63-8462,107110-7012
4/2/2193,989-28-79-74374-1,,107110-70-1531,107110-7012
4/2/2193,989-28-79-68089-3,0.05,107110-73-7421,107110-7013
4/2/2193,989-28-79-55824-6,,107110-84-490,107110-7013
4/2/2193,989-28-229-1404-4,,107110-1-5857,107110-7014
4/2/2193,989-28-79-74374-1,,107110-90-1781,107110-7014
4/3/2193,989-28-3705-138-3,,107111-52-5587,107111-7015
4/3/2193,989-28-3705-007-2,,107111-86-8457,107111-7016
4/3/2193,989-28-3705-136-9,,107111-64-3327,107111-7017
4/3/2193,989-28-3705-007-2,,107111-19-5524,107111-7018
4/3/2193,989-28-3705-987-7,,107111-43-2582,107111-7019
4/3/2193,989-28-3705-007-2,,107111-53-9409,107111-7020
4/3/2193,989-28-3705-007-2,,107111-85-6422,107111-7021
4/3/2193,989-28-79-45675-7,,107111-54-9823,107111-7022
4/3/2193,989-28-79-30536-9,,107111-61-8444,107111-7023
4/3/2193,989-28-79-45675-7,,107111-63-2377,107111-7024
4/3/2193,989-28-79-11297-4,,107111-74-7948,107111-7025
4/3/2193,989-28-79-82197-5,,107111-80-584,107111-7026
4/3/2193,989-28-79-18127-7,,107111-97-6042,107111-7027
4/3/2193,989-28-79-32105-5,,107111-80-7116,107111-7028
4/3/2193,989-28-79-87459-9,,107111-37-4554,107111-7029
4/3/2193,989-28-79-45675-7,,107111-85-7752,107111-7030
4/3/2193,989-28-79-16826-1,,107111-61-8126,107111-7031
4/3/2193,989-28-79-86624-2,,107111-9-5768,107111-7032
4/3/2193,989-28-79-86624-2,,107111-58-3448,107111-7033
4/3/2193,989-28-79-82125-8,,107111-84-8330,107111-7034
4/3/2193,989-28-79-13871-4,,107111-79-3528,107111-7035
4/3/2193,989-28-79-82125-8,,107111-84-8329,107111-7036
4/3/2193,989-28-79-13871-4,,107111-58-8910,107111-7037
4/3/2193,989-28-79-05670-4,,107111-38-232,107111-7038
4/3/2193,989-28-79-05670-4,,107111-26-6637,107111-7039
4/3/2193,989-28-79-13871-4,,107111-79-3527,107111-7040
4/3/2193,989-28-79-05670-4,,107111-48-7560,107111-7041
4/3/2193,989-28-79-13871-4,,107111-58-8909,107111-7042
4/3/2193,989-28-654-4370-9,,107111-14-415,107111-7043
4/3/2193,989-28-229-7592-2,,107111-12-9822,107111-7044
4/3/2193,989-28-229-5891-8,,107111-55-9443,107111-7045
4/3/2193,989-28-229-3157-7,,107111-20-9839,107111-7046
4/3/2193,989-28-229-9769-6,,107111-36-7815,107111-7047
4/3/2193,989-28-229-1404-4,,107111-76-4140,107111-7048
4/3/2193,989-28-229-9769-6,,107111-72-9223,107111-7049
4/3/2193,989-28-229-6632-6,,107111-43-8372,107111-7050
4/3/2193,989-28-229-7592-2,,107111-19-9794,107111-7051
4/3/2193,989-28-79-91028-0,,107111-28-9923,107111-7052
4/3/2193,989-28-79-13801-1,,107111-27-8968,107111-7053
4/3/2193,989-28-79-13801-1,,107111-99-1414,107111-7054
4/3/2193,989-28-79-26824-4,,107111-80-8568,107111-7056
4/3/2193,989-28-79-68089-3,0.05,107111-44-8814,107111-7057
4/3/2193,989-28-79-40897-8,,107111-1-6142,107111-7058
4/3/2193,989-28-79-13801-1,,107111-3-1325,107111-7059
4/3/2193,989-28-79-74374-1,,107111-2-1685,107111-7060
4/3/2193,989-28-79-68089-3,0.05,107111-48-1484,107111-7061
4/3/2193,989-28-79-55752-2,,107111-75-3245,107111-7062
4/3/2193,989-28-79-13801-1,,107111-60-8179,107111-7063
4/3/2193,989-28-79-26824-4,,107111-12-4185,107111-7064
4/3/2193,989-28-79-23023-4,,107111-75-3760,107111-7065
4/3/2193,989-28-79-13801-1,,107111-15-9510,107111-7066
4/3/2193,989-28-79-13801-1,,107111-44-1461,107111-7067
4/3/2193,989-28-79-23023-4,,107111-90-2668,107111-7068
4/3/2193,989-28-79-23023-4,,107111-57-9951,107111-7069
4/3/2193,989-28-79-74374-1,,107111-80-423,107111-7070
4/3/2193,989-28-79-68089-3,0.05,107111-94-6463,107111-7071
4/3/2193,989-28-79-13801-1,,107111-7-4535,107111-7072
4/3/2193,989-28-79-91028-0,,107111-8-914,107111-7073
4/3/2193,989-28-79-23023-4,,107111-5-2284,107111-7074
4/3/2193,989-28-79-74374-1,,107111-48-7551,107111-7075
4/3/2193,989-28-79-55752-2,,107111-85-544,107111-7076
4/3/2193,989-28-79-16808-7,,107111-63-4040,107111-7077
4/3/2193,989-28-79-91028-0,,107111-63-8201,107111-7078
4/3/2193,989-28-79-74374-1,,107111-35-9950,107111-7079
4/3/2193,989-28-3705-222-9,,107111-60-8921,107111-7080
4/3/2193,989-28-3705-492-6,,107111-24-2330,107111-7081
4/3/2193,989-28-3705-222-9,,107111-55-2897,107111-7082
4/3/2193,989-28-3705-222-9,,107111-14-9859,107111-7083
4/3/2193,989-28-3705-222-9,,107111-87-3478,107111-7084
4/3/2193,989-28-79-23023-4,,107111-46-8816,107111-7085
4/3/2193,989-28-79-86624-2,,107111-47-9145,107111-7085
4/3/2193,989-28-79-23023-4,,107111-50-5461,107111-7086
4/3/2193,989-28-79-13801-1,,107111-77-4410,107111-7086
4/3/2193,989-28-79-30536-9,,107111-77-9717,107111-7087
4/3/2193,989-28-79-26824-4,,107111-85-3686,107111-7087
4/3/2193,989-28-79-13801-1,,107111-44-4762,107111-7088
4/3/2193,989-28-79-11297-4,,107111-46-8713,107111-7088
4/3/2193,989-28-79-26824-4,,107111-56-7040,107111-7088
4/3/2193,989-28-79-05670-4,,107111-24-3592,107111-7089
4/3/2193,989-28-79-55824-6,,107111-56-7973,107111-7089
4/3/2193,989-28-3705-492-6,,107111-59-3412,107111-7089
4/4/2193,989-28-3705-987-7,,107112-76-3531,107112-7090
4/4/2193,989-28-3705-987-7,,107112-88-7129,107112-7091
4/4/2193,989-28-3705-775-0,,107112-73-1223,107112-7092
4/4/2193,989-28-3705-007-2,,107112-18-1101,107112-7093
4/4/2193,989-28-3705-007-2,,107112-28-1611,107112-7094
4/4/2193,989-28-3705-007-2,,107112-73-9416,107112-7095
4/4/2193,989-28-3705-583-1,,107112-12-4358,107112-7096
4/4/2193,989-28-79-86624-2,,107112-53-5171,107112-7097
4/4/2193,989-28-79-30536-9,,107112-85-6305,107112-7098
4/4/2193,989-28-79-27078-0,,107112-97-3791,107112-7099
4/4/2193,989-28-79-04510-4,,107112-57-5179,107112-7100
4/4/2193,989-28-79-30536-9,,107112-19-7096,107112-7101
4/4/2193,989-28-79-30536-9,,107112-38-8350,107112-7102
4/4/2193,989-28-79-13871-4,,107112-90-2619,107112-7103
4/4/2193,989-28-79-05670-4,,107112-21-6130,107112-7104
4/4/2193,989-28-79-22562-9,,107112-66-5910,107112-7105
4/4/2193,989-28-79-13871-4,,107112-31-4060,107112-7106
4/4/2193,989-28-79-05670-4,,107112-15-6474,107112-7107
4/4/2193,989-28-229-5891-8,,107112-88-264,107112-7108
4/4/2193,989-28-229-6632-6,,107112-54-1681,107112-7109
4/4/2193,989-28-229-7592-2,,107112-31-5742,107112-7110
4/4/2193,989-28-229-7592-2,,107112-67-5567,107112-7111
4/4/2193,989-28-229-7592-2,,107112-51-6924,107112-7112
4/4/2193,989-28-79-71565-6,,107112-54-2253,107112-7113
4/4/2193,989-28-79-91028-0,,107112-53-6968,107112-7114
4/4/2193,989-28-79-74374-1,,107112-63-7697,107112-7115
4/4/2193,989-28-79-71565-6,,107112-85-4377,107112-7116
4/4/2193,989-28-79-23023-4,,107112-47-6815,107112-7117
4/4/2193,989-28-79-23023-4,,107112-61-2550,107112-7118
4/4/2193,989-28-79-74374-1,,107112-99-1568,107112-7119
4/4/2193,989-28-79-23023-4,,107112-92-1378,107112-7120
4/4/2193,989-28-79-26824-4,,107112-67-584,107112-7121
4/4/2193,989-28-79-13801-1,,107112-65-2838,107112-7122
4/4/2193,989-28-79-91028-0,,107112-74-6789,107112-7123
4/4/2193,989-28-79-74374-1,,107112-96-2126,107112-7124
4/4/2193,989-28-79-91028-0,,107112-77-8756,107112-7125
4/4/2193,989-28-79-13801-1,,107112-20-504,107112-7126
4/4/2193,989-28-79-13801-1,,107112-43-6498,107112-7127
4/4/2193,989-28-79-74374-1,,107112-51-7842,107112-7128
4/4/2193,989-28-79-23023-4,,107112-59-8443,107112-7129
4/4/2193,989-28-79-74374-1,,107112-40-5242,107112-7130
4/4/2193,989-28-79-55824-6,,107112-35-6132,107112-7131
4/4/2193,989-28-79-13801-1,,107112-93-9527,107112-7132
4/4/2193,989-28-3705-492-6,,107112-39-7376,107112-7133
4/4/2193,989-28-229-9769-6,,107112-1-3295,107112-7134
4/4/2193,989-28-79-21991-8,,107112-14-7472,107112-7134
4/4/2193,989-28-79-74374-1,,107112-18-8582,107112-7135
4/4/2193,989-28-79-71565-6,,107112-20-85,107112-7135
4/4/2193,989-28-3705-987-7,,107112-35-7228,107112-7136
4/4/2193,989-28-79-16826-1,,107112-36-9935,107112-7136
4/4/2193,989-28-79-13871-4,,107112-31-4059,107112-7137
4/4/2193,989-28-79-82197-5,,107112-45-7843,107112-7137
4/4/2193,989-28-79-51397-9,,107112-47-3590,107112-7137
4/4/2193,989-28-79-05670-4,,107112-47-9169,107112-7138
4/4/2193,989-28-79-13801-1,,107112-48-5210,107112-7138
4/4/2193,989-28-79-68089-3,0.05,107112-81-4391,107112-7139
4/4/2193,989-28-79-13801-1,,107112-57-8771,107112-7139
4/4/2193,989-28-79-45675-7,,107112-82-3719,107112-7140
4/4/2193,989-28-79-13871-4,,107112-90-2618,107112-7140
4/4/2193,989-28-79-69807-2,0.15,107112-1-8124,107112-7141
4/4/2193,989-28-79-69807-2,0.15,107112-1-8123,107112-7141
4/4/2193,989-28-79-45675-7,,107112-90-5790,107112-7141
4/4/2193,989-28-79-40897-8,,107112-91-182,107112-7141
4/4/2193,989-28-79-18127-7,,107112-39-4135,107112-7142
4/4/2193,989-28-79-13801-1,,107112-4-8549,107112-7142
4/4/2193,989-28-79-23023-4,,107112-5-6226,107112-7142
4/4/2193,989-28-79-55824-6,,107112-7-1822,107112-7142
4/4/2193,989-28-79-23023-4,,107112-94-957,107112-7142
4/4/2193,989-28-3705-007-2,,107112-5-5134,107112-7143
4/4/2193,989-28-3705-649-4,,107112-7-621,107112-7143
4/4/2193,989-28-79-04510-4,,107112-9-5391,107112-7144
4/4/2193,989-28-229-6632-6,,107112-9-8193,107112-7144
4/4/2193,989-28-229-9769-6,,107112-10-5490,107112-7145
4/4/2193,989-28-79-74374-1,,107112-9-2446,107112-7145
4/4/2193,989-28-79-07610-8,,107112-10-6397,107112-7146
4/4/2193,989-28-79-13801-1,,107112-12-7661,107112-7146
4/4/2193,989-28-79-69807-2,0.15,107112-1-7461,107138-7140
4/4/2193,989-28-79-69807-2,0.15,107112-1-7460,107138-7140
4/5/2193,989-28-3705-592-3,,107113-68-6610,107113-7147
4/5/2193,989-28-3705-987-7,,107113-17-2777,107113-7148
4/5/2193,989-28-3705-007-2,,107113-79-7336,107113-7149
4/5/2193,989-28-3705-966-2,,107113-66-6299,107113-7150
4/5/2193,989-28-3705-987-7,,107113-88-6672,107113-7151
4/5/2193,989-28-3705-007-2,,107113-15-2726,107113-7152
4/5/2193,989-28-3705-138-3,,107113-89-7059,107113-7153
4/5/2193,989-28-3705-007-2,,107113-73-6816,107113-7154
4/5/2193,989-28-3705-966-2,,107113-50-8877,107113-7155
4/5/2193,989-28-3705-007-2,,107113-90-1321,107113-7156
4/5/2193,989-28-3705-987-7,,107113-11-5263,107113-7157
4/5/2193,989-28-3705-007-2,,107113-82-4020,107113-7158
4/5/2193,989-28-79-21991-8,,107113-9-8731,107113-7159
4/5/2193,989-28-79-11297-4,,107113-52-1452,107113-7160
4/5/2193,989-28-79-11297-4,,107113-51-7011,107113-7161
4/5/2193,989-28-79-45675-7,,107113-45-686,107113-7162
4/5/2193,989-28-79-64693-6,,107113-10-4705,107113-7163
4/5/2193,989-28-79-01991-4,,107113-53-1613,107113-7164
4/5/2193,989-28-79-27078-0,,107113-25-6758,107113-7165
4/5/2193,989-28-79-11297-4,,107113-33-7177,107113-7166
4/5/2193,989-28-654-3899-6,,107113-77-4586,107113-7167
4/5/2193,989-28-79-69807-2,,107113-90-4255,107113-7168
4/5/2193,989-28-79-69807-2,,107113-14-8245,107113-7169
4/5/2193,989-28-79-69807-2,,107113-40-8716,107113-7170
4/5/2193,989-28-79-13871-4,,107113-58-8068,107113-7171
4/5/2193,989-28-79-13871-4,,107113-63-7399,107113-7172
4/5/2193,989-28-79-69807-2,,107113-90-4254,107113-7173
4/5/2193,989-28-79-69807-2,,107113-9-7545,107113-7174
4/5/2193,989-28-79-05670-4,,107113-65-6522,107113-7175
4/5/2193,989-28-79-69807-2,,107113-69-7294,107113-7176
4/5/2193,989-28-79-69807-2,,107113-14-8244,107113-7177
4/5/2193,989-28-79-69807-2,,107113-9-7544,107113-7178
4/5/2193,989-28-79-69807-2,,107113-40-8715,107113-7179
4/5/2193,989-28-79-13871-4,,107113-63-7398,107113-7180
4/5/2193,989-28-654-6507-7,,107113-88-7398,107113-7181
4/5/2193,989-28-229-3157-7,,107113-79-136,107113-7182
4/5/2193,989-28-229-3157-7,,107113-45-7681,107113-7183
4/5/2193,989-28-229-1404-4,,107113-1-9876,107113-7184
4/5/2193,989-28-229-6632-6,,107113-46-7652,107113-7185
4/5/2193,989-28-229-1404-4,,107113-14-2578,107113-7186
4/5/2193,989-28-229-6632-6,,107113-18-3863,107113-7187
4/5/2193,989-28-229-7592-2,,107113-11-3252,107113-7188
4/5/2193,989-28-229-7592-2,,107113-95-7162,107113-7189
4/5/2193,989-28-229-7592-2,,107113-39-623,107113-7190
4/5/2193,989-28-229-9769-6,,107113-89-8251,107113-7191
4/5/2193,989-28-229-9769-6,,107113-79-4543,107113-7192
4/5/2193,989-28-229-0197-6,0.1,107113-1-2376,107113-7193
4/5/2193,989-28-229-1404-4,,107113-33-9563,107113-7194
4/5/2193,989-28-79-13801-1,,107113-64-3199,107113-7195
4/5/2193,989-28-79-23023-4,,107113-27-5187,107113-7196
4/5/2193,989-28-79-23023-4,,107113-30-2809,107113-7197
4/5/2193,989-28-79-23023-4,,107113-62-3538,107113-7198
4/5/2193,989-28-79-23023-4,,107113-20-974,107113-7199
4/5/2193,989-28-79-23023-4,,107113-81-6843,107113-7200
4/5/2193,989-28-79-40897-8,,107113-56-3620,107113-7201
4/5/2193,989-28-79-71565-6,,107113-55-2363,107113-7202
4/5/2193,989-28-79-68089-3,0.05,107113-74-780,107113-7203
4/5/2193,989-28-79-26824-4,,107113-27-4892,107113-7204
4/5/2193,989-28-79-23023-4,,107113-39-662,107113-7205
4/5/2193,989-28-79-23023-4,,107113-77-5992,107113-7206
4/5/2193,989-28-79-13801-1,,107113-11-2980,107113-7207
4/5/2193,989-28-79-71565-6,,107113-56-616,107113-7208
4/5/2193,989-28-79-13801-1,,107113-30-1645,107113-7209
